Chemical,Chemical ID,Gene,Gene ID,Phenotype,Phenotype ID,Disease,Disease ID,Evidence Strength Score
Doxorubicin,D004317,BCL2L1,598,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,12720
Doxorubicin,D004317,TNF,7124,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,12402
Diethylnitrosamine,D004052,CTNNB1,1499,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,12384
Quercetin,D011794,BCL2,596,negative regulation of mitotic cell cycle,GO:0045930,"Liver Neoplasms, Experimental",D008114,12300
Quercetin,D011794,BCL2L1,598,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,12144
Diethylnitrosamine,D004052,RB1,5925,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,12040
Diethylnitrosamine,D004052,MYC,4609,G0 to G1 transition,GO:0045023,"Liver Neoplasms, Experimental",D008114,11868
Diethylnitrosamine,D004052,TP53,7157,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,11868
Diethylnitrosamine,D004052,TP53,7157,reactive oxygen species metabolic process,GO:0072593,"Liver Neoplasms, Experimental",D008114,11868
Acetylcysteine,D000111,BCL2L1,598,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,11856
Resveratrol,D000077185,TNF,7124,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,11820
Doxorubicin,D004317,FAS,355,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,11712
Phenobarbital,D010634,BCL2,596,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,11640
Phenobarbital,D010634,CYP1A2,1544,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen",GO:0016712,"Liver Neoplasms, Experimental",D008114,11640
Resveratrol,D000077185,BCL2,596,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,11400
Quercetin,D011794,BCL2,596,positive regulation of cell population proliferation,GO:0008284,"Liver Neoplasms, Experimental",D008114,11316
Arsenic Trioxide,D000077237,STAT3,6774,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,11232
Doxorubicin,D004317,BCL2,596,cellular response to DNA damage stimulus,GO:0006974,"Liver Neoplasms, Experimental",D008114,11160
Arsenic Trioxide,D000077237,BCL2,596,release of cytochrome c from mitochondria,GO:0001836,"Liver Neoplasms, Experimental",D008114,11088
Melatonin,D008550,BCL2,596,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,11088
Diethylnitrosamine,D004052,BCL2,596,cellular response to DNA damage stimulus,GO:0006974,"Liver Neoplasms, Experimental",D008114,11008
Diethylnitrosamine,D004052,BCL2,596,positive regulation of multicellular organism growth,GO:0040018,"Liver Neoplasms, Experimental",D008114,11008
Arsenic Trioxide,D000077237,CCND1,595,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,10881
Diethylnitrosamine,D004052,TNF,7124,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,10836
Quercetin,D011794,TP53,7157,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,10824
Carbon Tetrachloride,D002251,IL6,3569,inflammatory response,GO:0006954,"Liver Neoplasms, Experimental",D008114,10773
Tetrachlorodibenzodioxin,D013749,MYC,4609,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,10773
bisphenol A,C006780,CTNNB1,1499,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,10752
Arsenic Trioxide,D000077237,CTNNB1,1499,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,10530
Phenobarbital,D010634,MYC,4609,cellular response to DNA damage stimulus,GO:0006974,"Liver Neoplasms, Experimental",D008114,10476
Quercetin,D011794,TP53,7157,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,10455
Plant Extracts,D010936,BCL2,596,response to oxidative stress,GO:0006979,"Liver Neoplasms, Experimental",D008114,10336
Diethylnitrosamine,D004052,CCND1,595,cellular response to DNA damage stimulus,GO:0006974,"Liver Neoplasms, Experimental",D008114,10320
bisphenol A,C006780,MAPK1,5594,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,10137
Arsenic Trioxide,D000077237,BCL2L1,598,regulation of mitochondrial membrane potential,GO:0051881,"Liver Neoplasms, Experimental",D008114,10062
Carbon Tetrachloride,D002251,TGFB1,7040,positive regulation of collagen biosynthetic process,GO:0032967,"Liver Neoplasms, Experimental",D008114,10044
Tamoxifen,D013629,TP53,7157,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,10032
Cisplatin,D002945,BCL2,596,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,9870
Quercetin,D011794,TNF,7124,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,9858
bisphenol A,C006780,MAPK3,5595,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,9765
Doxorubicin,D004317,BCL2,596,negative regulation of mitotic cell cycle,GO:0045930,"Liver Neoplasms, Experimental",D008114,9672
Diethylnitrosamine,D004052,CP,1356,lipid catabolic process,GO:0016042,"Liver Neoplasms, Experimental",D008114,9632
Diethylnitrosamine,D004052,TRP53,22059,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,9632
Arsenic Trioxide,D000077237,CTNNB1,1499,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,9360
Paclitaxel,D017239,BCL2,596,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,9240
Acetylcysteine,D000111,TP53,7157,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,9204
Acetylcysteine,D000111,TP53,7157,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,9086
Cisplatin,D002945,BCL2L1,598,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,9072
Arsenic Trioxide,D000077237,IL6,3569,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,9048
Arsenic Trioxide,D000077237,MYC,4609,positive regulation of cell population proliferation,GO:0008284,"Liver Neoplasms, Experimental",D008114,8928
Acetylcysteine,D000111,BCL2,596,negative regulation of cell population proliferation,GO:0008285,"Liver Neoplasms, Experimental",D008114,8820
bisphenol A,C006780,BCL2,596,reactive oxygen species metabolic process,GO:0072593,"Liver Neoplasms, Experimental",D008114,8820
Arsenic Trioxide,D000077237,BAK1,578,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,8460
Resveratrol,D000077185,MAPK1,5594,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,8436
Diethylnitrosamine,D004052,RB1,5925,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,8428
Doxorubicin,D004317,TRP53,22059,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,8418
Quercetin,D011794,CTNNB1,1499,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,8415
Resveratrol,D000077185,TP53,7157,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,8330
Resveratrol,D000077185,TNF,7124,positive regulation of cell population proliferation,GO:0008284,"Liver Neoplasms, Experimental",D008114,8274
Diethylnitrosamine,D004052,BCL2L1,598,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,8256
Diethylnitrosamine,D004052,CTNNB1,1499,angiogenesis,GO:0001525,"Liver Neoplasms, Experimental",D008114,8256
Resveratrol,D000077185,STAT3,6774,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,8232
Doxorubicin,D004317,TP53,7157,negative regulation of cell population proliferation,GO:0008285,"Liver Neoplasms, Experimental",D008114,8175
Doxorubicin,D004317,TP53,7157,reactive oxygen species metabolic process,GO:0072593,"Liver Neoplasms, Experimental",D008114,8175
Resveratrol,D000077185,MAPK3,5595,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,8132
Arsenic Trioxide,D000077237,BCL2,596,cell migration,GO:0016477,"Liver Neoplasms, Experimental",D008114,8064
Resveratrol,D000077185,BCL2,596,positive regulation of cell population proliferation,GO:0008284,"Liver Neoplasms, Experimental",D008114,7980
Quercetin,D011794,TNF,7124,negative regulation of mitotic cell cycle,GO:0045930,"Liver Neoplasms, Experimental",D008114,7950
Tamoxifen,D013629,TP53,7157,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,7942
bisphenol A,C006780,BCL2,596,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,7920
Diethylnitrosamine,D004052,TP53,7157,cellular response to DNA damage stimulus,GO:0006974,"Liver Neoplasms, Experimental",D008114,7912
Diethylnitrosamine,D004052,TP53,7157,protein import into nucleus,GO:0006606,"Liver Neoplasms, Experimental",D008114,7912
Estradiol,D004958,BCL2,596,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,7872
Carbon Tetrachloride,D002251,TGFB1,7040,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,7812
Phenobarbital,D010634,GSTP1,2950,glutathione transferase activity,GO:0004364,"Liver Neoplasms, Experimental",D008114,7760
Phenobarbital,D010634,GSTP1,2950,xenobiotic metabolic process,GO:0006805,"Liver Neoplasms, Experimental",D008114,7760
Arsenic Trioxide,D000077237,BBC3,27113,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,7755
Arsenic Trioxide,D000077237,TNFRSF10B,8795,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,7755
Diethylnitrosamine,D004052,IL6,3569,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,7740
Diethylnitrosamine,D004052,TGFB1,7040,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,7740
bisphenol A,C006780,MYC,4609,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,7728
Quercetin,D011794,STAT3,6774,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,7650
Acetylcysteine,D000111,IL6,3569,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,7644
Estradiol,D004958,CCND1,595,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,7584
Diethylnitrosamine,D004052,CP,1356,glutathione peroxidase activity,GO:0004602,"Liver Neoplasms, Experimental",D008114,7568
Doxorubicin,D004317,BCL2,596,response to oxidative stress,GO:0006979,"Liver Neoplasms, Experimental",D008114,7440
Fluorouracil,D005472,BCL2,596,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,7400
Resveratrol,D000077185,IL6,3569,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,7380
Arsenic Trioxide,D000077237,TGFB1,7040,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,7371
Carbon Tetrachloride,D002251,TNF,7124,positive regulation of apoptotic process,GO:0043065,"Liver Neoplasms, Experimental",D008114,7371
Resveratrol,D000077185,MYC,4609,cell population proliferation,GO:0008283,"Liver Neoplasms, Experimental",D008114,7350
Quercetin,D011794,TNF,7124,positive regulation of cell population proliferation,GO:0008284,"Liver Neoplasms, Experimental",D008114,7314
Plant Extracts,D010936,BCL2,596,regulation of mitochondrial membrane potential,GO:0051881,"Liver Neoplasms, Experimental",D008114,7296
Diethylnitrosamine,D004052,APOA4,337,lipid catabolic process,GO:0016042,"Liver Neoplasms, Experimental",D008114,7224
Diethylnitrosamine,D004052,TNF,7124,inflammatory response,GO:0006954,"Liver Neoplasms, Experimental",D008114,7224
Tamoxifen,D013629,MAPK1,5594,apoptotic process,GO:0006915,"Liver Neoplasms, Experimental",D008114,7220
