Chemical,Chemical ID,Gene,Gene ID,Phenotype,Phenotype ID,Disease,Disease ID,Evidence Strength Score
Quercetin,D011794,NOS2,4843,nitric oxide biosynthetic process,GO:0006809,Colonic Neoplasms,D003110,27324
Dietary Fats,D004041,IL1B,3553,inflammatory response,GO:0006954,Colonic Neoplasms,D003110,27300
Resveratrol,D000077185,IL1B,3553,positive regulation of p38MAPK cascade,GO:1900745,Colonic Neoplasms,D003110,24552
Dextran Sulfate,D016264,IL1B,3553,inflammatory response,GO:0006954,Colonic Neoplasms,D003110,24528
Cisplatin,D002945,TNF,7124,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,24360
Fluorouracil,D005472,IFNG,3458,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,24000
Fluorouracil,D005472,JUN,3725,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,24000
Quercetin,D011794,MMP9,4318,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,23760
Resveratrol,D000077185,VEGFA,7422,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,23712
Resveratrol,D000077185,TNF,7124,inflammatory response,GO:0006954,Colonic Neoplasms,D003110,23640
Resveratrol,D000077185,TNF,7124,positive regulation of NF-kappaB transcription factor activity,GO:0051092,Colonic Neoplasms,D003110,23640
Lipopolysaccharides,D008070,NOS2,4843,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,23550
Resveratrol,D000077185,MMP9,4318,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,23040
Quercetin,D011794,TNF,7124,positive regulation of nitric oxide biosynthetic process,GO:0045429,Colonic Neoplasms,D003110,22896
Lipopolysaccharides,D008070,TNF,7124,positive regulation of cytokine production involved in inflammatory response,GO:1900017,Colonic Neoplasms,D003110,22728
Lipopolysaccharides,D008070,PTGS2,5743,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,22425
Dietary Fats,D004041,TNF,7124,glucose metabolic process,GO:0006006,Colonic Neoplasms,D003110,22350
Resveratrol,D000077185,IL1B,3553,inflammatory response,GO:0006954,Colonic Neoplasms,D003110,22320
Fluorouracil,D005472,PTGS2,5743,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,21840
Quercetin,D011794,IL1B,3553,positive regulation of p38MAPK cascade,GO:1900745,Colonic Neoplasms,D003110,21762
Resveratrol,D000077185,JUN,3725,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,21600
Resveratrol,D000077185,TNF,7124,positive regulation of NIK/NF-kappaB signaling,GO:1901224,Colonic Neoplasms,D003110,21276
Resveratrol,D000077185,TNF,7124,positive regulation of nitric oxide biosynthetic process,GO:0045429,Colonic Neoplasms,D003110,21276
Lipopolysaccharides,D008070,TNF,7124,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,20834
Lipopolysaccharides,D008070,TNF,7124,positive regulation of cell population proliferation,GO:0008284,Colonic Neoplasms,D003110,20834
Resveratrol,D000077185,IL1B,3553,positive regulation of nitric oxide biosynthetic process,GO:0045429,Colonic Neoplasms,D003110,20088
Quercetin,D011794,IL1B,3553,positive regulation of nitric oxide biosynthetic process,GO:0045429,Colonic Neoplasms,D003110,20088
Resveratrol,D000077185,IL1B,3553,positive regulation of NIK/NF-kappaB signaling,GO:1901224,Colonic Neoplasms,D003110,20088
Lipopolysaccharides,D008070,IL1B,3553,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,19074
Lipopolysaccharides,D008070,IL1B,3553,positive regulation of cell population proliferation,GO:0008284,Colonic Neoplasms,D003110,19074
Cisplatin,D002945,PTGS2,5743,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,19035
Lipopolysaccharides,D008070,TNF,7124,positive regulation of JNK cascade,GO:0046330,Colonic Neoplasms,D003110,18940
Resveratrol,D000077185,TNF,7124,negative regulation of interleukin-6 production,GO:0032715,Colonic Neoplasms,D003110,18912
Resveratrol,D000077185,TNF,7124,positive regulation of interleukin-1 beta production,GO:0032731,Colonic Neoplasms,D003110,18912
Cisplatin,D002945,IL1B,3553,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,18705
Dextran Sulfate,D016264,IL1B,3553,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,18396
Resveratrol,D000077185,IFNG,3458,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,18240
Quercetin,D011794,VEGFA,7422,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,18216
Curcumin,D003474,IL1B,3553,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,18000
Lipopolysaccharides,D008070,NOS2,4843,inflammatory response,GO:0006954,Colonic Neoplasms,D003110,17898
Acetylcysteine,D000111,JUN,3725,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,17784
Resveratrol,D000077185,PTGS2,5743,positive regulation of nitric oxide biosynthetic process,GO:0045429,Colonic Neoplasms,D003110,17658
Quercetin,D011794,VEGFA,7422,cell population proliferation,GO:0008283,Colonic Neoplasms,D003110,17595
Dextran Sulfate,D016264,TNF,7124,inflammatory response,GO:0006954,Colonic Neoplasms,D003110,17472
Lipopolysaccharides,D008070,IL1B,3553,positive regulation of JNK cascade,GO:0046330,Colonic Neoplasms,D003110,17340
Acetylcysteine,D000111,IL1B,3553,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,17082
Quercetin,D011794,PTGS2,5743,positive regulation of nitric oxide biosynthetic process,GO:0045429,Colonic Neoplasms,D003110,16848
Resveratrol,D000077185,TNF,7124,vasodilation,GO:0042311,Colonic Neoplasms,D003110,16548
Resveratrol,D000077185,TNF,7124,positive regulation of ERK1 and ERK2 cascade,GO:0070374,Colonic Neoplasms,D003110,16548
Resveratrol,D000077185,TNF,7124,positive regulation of protein kinase B signaling,GO:0051897,Colonic Neoplasms,D003110,16548
Fluorouracil,D005472,JUN,3725,cell population proliferation,GO:0008283,Colonic Neoplasms,D003110,16320
Resveratrol,D000077185,IL1B,3553,positive regulation of cell migration,GO:0030335,Colonic Neoplasms,D003110,15624
Resveratrol,D000077185,IL1B,3553,positive regulation of ERK1 and ERK2 cascade,GO:0070374,Colonic Neoplasms,D003110,15624
Resveratrol,D000077185,IL1B,3553,positive regulation of protein kinase B signaling,GO:0051897,Colonic Neoplasms,D003110,15624
Quercetin,D011794,TNF,7124,positive regulation of NIK/NF-kappaB signaling,GO:1901224,Colonic Neoplasms,D003110,15264
Lipopolysaccharides,D008070,TNF,7124,microglial cell activation,GO:0001774,Colonic Neoplasms,D003110,15152
Lipopolysaccharides,D008070,TNF,7124,positive regulation of ERK1 and ERK2 cascade,GO:0070374,Colonic Neoplasms,D003110,15152
Lipopolysaccharides,D008070,TNF,7124,positive regulation of I-kappaB kinase/NF-kappaB signaling,GO:0043123,Colonic Neoplasms,D003110,15152
Resveratrol,D000077185,JUN,3725,positive regulation of cell population proliferation,GO:0008284,Colonic Neoplasms,D003110,15120
Fluorouracil,D005472,IL1B,3553,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,15120
Dietary Fats,D004041,IL1B,3553,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,15015
Acetylcysteine,D000111,TNF,7124,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,14976
Resveratrol,D000077185,IFNG,3458,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,14400
Cisplatin,D002945,TNF,7124,negative regulation of mitotic cell cycle,GO:0045930,Colonic Neoplasms,D003110,14280
Resveratrol,D000077185,TNF,7124,positive regulation of inflammatory response,GO:0050729,Colonic Neoplasms,D003110,14184
Resveratrol,D000077185,TNF,7124,positive regulation of interleukin-6 production,GO:0032755,Colonic Neoplasms,D003110,14184
Fluorouracil,D005472,PTGS2,5743,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,14040
Aspirin,D001241,IL1B,3553,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,14022
Lipopolysaccharides,D008070,IL1B,3553,positive regulation of ERK1 and ERK2 cascade,GO:0070374,Colonic Neoplasms,D003110,13872
Lipopolysaccharides,D008070,IL1B,3553,positive regulation of I-kappaB kinase/NF-kappaB signaling,GO:0043123,Colonic Neoplasms,D003110,13872
Cisplatin,D002945,JUN,3725,cell population proliferation,GO:0008283,Colonic Neoplasms,D003110,13440
Quercetin,D011794,IL1B,3553,positive regulation of NIK/NF-kappaB signaling,GO:1901224,Colonic Neoplasms,D003110,13392
Resveratrol,D000077185,IL1B,3553,positive regulation of inflammatory response,GO:0050729,Colonic Neoplasms,D003110,13392
Resveratrol,D000077185,IL1B,3553,positive regulation of interleukin-6 production,GO:0032755,Colonic Neoplasms,D003110,13392
Quercetin,D011794,TNF,7124,positive regulation of NF-kappaB transcription factor activity,GO:0051092,Colonic Neoplasms,D003110,13356
Lipopolysaccharides,D008070,TNF,7124,positive regulation of interleukin-1 beta production,GO:0032731,Colonic Neoplasms,D003110,13258
Resveratrol,D000077185,VEGFA,7422,positive regulation of cell population proliferation,GO:0008284,Colonic Neoplasms,D003110,13104
Quercetin,D011794,JUN,3725,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,12834
Indomethacin,D007213,NOS2,4843,regulation of blood pressure,GO:0008217,Colonic Neoplasms,D003110,12096
Fluorouracil,D005472,MMP9,4318,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,12000
Dietary Fats,D004041,TNF,7124,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,11920
Quercetin,D011794,IFNG,3458,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,11880
Resveratrol,D000077185,SOD2,6648,superoxide dismutase activity,GO:0004784,Colonic Neoplasms,D003110,11880
Resveratrol,D000077185,TNF,7124,negative regulation of apoptotic process,GO:0043066,Colonic Neoplasms,D003110,11820
Resveratrol,D000077185,TNF,7124,positive regulation of JNK cascade,GO:0046330,Colonic Neoplasms,D003110,11820
Resveratrol,D000077185,TNF,7124,response to xenobiotic stimulus,GO:0009410,Colonic Neoplasms,D003110,11820
Cisplatin,D002945,PTGS2,5743,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,11745
Doxorubicin,D004317,IL1B,3553,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,11712
Lipopolysaccharides,D008070,TNF,7124,positive regulation of protein kinase B signaling,GO:0051897,Colonic Neoplasms,D003110,11364
Indomethacin,D007213,IL1B,3553,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,11286
Quercetin,D011794,PTGS2,5743,prostaglandin biosynthetic process,GO:0001516,Colonic Neoplasms,D003110,11232
Fluorouracil,D005472,TNF,7124,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,11200
Indomethacin,D007213,TNF,7124,vasodilation,GO:0042311,Colonic Neoplasms,D003110,11172
Resveratrol,D000077185,IL1B,3553,positive regulation of JNK cascade,GO:0046330,Colonic Neoplasms,D003110,11160
Resveratrol,D000077185,IL1B,3553,positive regulation of prostaglandin biosynthetic process,GO:0031394,Colonic Neoplasms,D003110,11160
Resveratrol,D000077185,IL1B,3553,response to xenobiotic stimulus,GO:0009410,Colonic Neoplasms,D003110,11160
Dietary Fats,D004041,IL1B,3553,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,10920
Fluorouracil,D005472,PTGS2,5743,positive regulation of cell population proliferation,GO:0008284,Colonic Neoplasms,D003110,10920
Melatonin,D008550,IL1B,3553,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,10626
Lipopolysaccharides,D008070,IL1B,3553,positive regulation of prostaglandin biosynthetic process,GO:0031394,Colonic Neoplasms,D003110,10404
Lipopolysaccharides,D008070,IL1B,3553,positive regulation of prostaglandin secretion,GO:0032308,Colonic Neoplasms,D003110,10404
Lipopolysaccharides,D008070,IL1B,3553,positive regulation of protein kinase B signaling,GO:0051897,Colonic Neoplasms,D003110,10404
Acetylcysteine,D000111,PTGS2,5743,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,10296
Resveratrol,D000077185,SOD2,6648,reactive oxygen species metabolic process,GO:0072593,Colonic Neoplasms,D003110,10230
Resveratrol,D000077185,NOS2,4843,inflammatory response,GO:0006954,Colonic Neoplasms,D003110,10200
Cisplatin,D002945,TNF,7124,positive regulation of cell population proliferation,GO:0008284,Colonic Neoplasms,D003110,10080
Resveratrol,D000077185,IFNG,3458,positive regulation of cell population proliferation,GO:0008284,Colonic Neoplasms,D003110,10080
Resveratrol,D000077185,JUN,3725,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,10080
Quercetin,D011794,IL1B,3553,positive regulation of cell migration,GO:0030335,Colonic Neoplasms,D003110,10044
Lipopolysaccharides,D008070,IFNG,3458,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,10034
Cisplatin,D002945,JUN,3725,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,9870
Cisplatin,D002945,NOS2,4843,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,9870
Lipopolysaccharides,D008070,PTGS2,5743,prostaglandin biosynthetic process,GO:0001516,Colonic Neoplasms,D003110,9867
Lipopolysaccharides,D008070,PTGS2,5743,positive regulation of cell population proliferation,GO:0008284,Colonic Neoplasms,D003110,9867
Lipopolysaccharides,D008070,PTGS2,5743,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,9867
Resveratrol,D000077185,PTGS2,5743,negative regulation of apoptotic process,GO:0043066,Colonic Neoplasms,D003110,9810
Resveratrol,D000077185,PTGS2,5743,positive regulation of prostaglandin biosynthetic process,GO:0031394,Colonic Neoplasms,D003110,9810
Resveratrol,D000077185,PTGS2,5743,response to xenobiotic stimulus,GO:0009410,Colonic Neoplasms,D003110,9810
Fluorouracil,D005472,IL1B,3553,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,9720
Quercetin,D011794,TNF,7124,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,9540
Quercetin,D011794,TNF,7124,positive regulation of inflammatory response,GO:0050729,Colonic Neoplasms,D003110,9540
Quercetin,D011794,JUN,3725,positive regulation of cell population proliferation,GO:0008284,Colonic Neoplasms,D003110,9522
Resveratrol,D000077185,TNF,7124,astrocyte activation,GO:0048143,Colonic Neoplasms,D003110,9456
Resveratrol,D000077185,TNF,7124,negative regulation of I-kappaB kinase/NF-kappaB signaling,GO:0043124,Colonic Neoplasms,D003110,9456
Resveratrol,D000077185,SOD2,6648,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,9240
Dextran Sulfate,D016264,IL1B,3553,positive regulation of inflammatory response,GO:0050729,Colonic Neoplasms,D003110,9198
Lipopolysaccharides,D008070,IFNG,3458,positive regulation of nitric oxide biosynthetic process,GO:0045429,Colonic Neoplasms,D003110,8996
Dietary Fats,D004041,TNF,7124,positive regulation of inflammatory response,GO:0050729,Colonic Neoplasms,D003110,8940
Resveratrol,D000077185,IL1B,3553,astrocyte activation,GO:0048143,Colonic Neoplasms,D003110,8928
Resveratrol,D000077185,IL1B,3553,memory,GO:0007613,Colonic Neoplasms,D003110,8928
Resveratrol,D000077185,IL1B,3553,positive regulation of lipid catabolic process,GO:0050996,Colonic Neoplasms,D003110,8928
Cisplatin,D002945,MMP9,4318,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,8910
Curcumin,D003474,TNF,7124,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,8848
Curcumin,D003474,PTGS2,5743,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,8736
Resveratrol,D000077185,SOD2,6648,glutathione metabolic process,GO:0006749,Colonic Neoplasms,D003110,8580
Curcumin,D003474,IL1B,3553,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,8400
Quercetin,D011794,MMP9,4318,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,8370
Quercetin,D011794,IL1B,3553,positive regulation of inflammatory response,GO:0050729,Colonic Neoplasms,D003110,8370
Quercetin,D011794,IL1B,3553,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,8370
Doxorubicin,D004317,TNF,7124,positive regulation of apoptotic process,GO:0043065,Colonic Neoplasms,D003110,8268
Dietary Fats,D004041,IL1B,3553,positive regulation of inflammatory response,GO:0050729,Colonic Neoplasms,D003110,8190
Cisplatin,D002945,VEGFA,7422,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,8100
Resveratrol,D000077185,PTGS2,5743,memory,GO:0007613,Colonic Neoplasms,D003110,7848
Cisplatin,D002945,IL1B,3553,positive regulation of cell population proliferation,GO:0008284,Colonic Neoplasms,D003110,7740
Celecoxib,D000068579,IL1B,3553,apoptotic process,GO:0006915,Colonic Neoplasms,D003110,7680
Acetylcysteine,D000111,IL1B,3553,negative regulation of cell population proliferation,GO:0008285,Colonic Neoplasms,D003110,7665
